registry,image_name,tag,digest,mtype,os,arch,variant,insecure,digest_source,image_type,groups
icr.io,cpopen/ibm-zen-operator-bundle,1.8.4,sha256:387e600b1e2dd5478f93404ec55f95fe0e97761d99ca1dce2bb8cfbd0fb3cd97,IMAGE,linux,amd64,"",0,CASE,olm-bundle,""
icr.io,cpopen/ibm-crossplane-operator-bundle,1.12.3,sha256:685c4e3bd2c54133c38ea11a3627288c35840e54dd37c428b0d0abc1b1461727,IMAGE,linux,amd64,"",0,CASE,olm-bundle,""
icr.io,cpopen/ibm-zen-cpp-operator-bundle,1.8.4,sha256:1deb54e945c00bd69f115934549ff68cf08fa7e553afb3e65ce0757ba9c84936,IMAGE,linux,amd64,"",0,CASE,olm-bundle,""
icr.io,cpopen/ibm-crossplane-provider-ibm-cloud-operator-bundle,1.12.3,sha256:f078e58868b66bd39b58bb5c0385237e0179703897f7efc1450bbcff4cbec824,IMAGE,linux,amd64,"",0,CASE,olm-bundle,""
icr.io,cpopen/ibm-crossplane-provider-kubernetes-operator-bundle,1.12.3,sha256:0e69d3289e78774df6f01549ec530eb122b6e4e14f4f067e1533df1765cc6040,IMAGE,linux,amd64,"",0,CASE,olm-bundle,""
icr.io,cpopen/ibm-zen-operator,1.8.4,sha256:ea25faddfb5957a361cce7f687beeae1544d2b902e9735da9716515668d5edfc,LIST,"","","",0,CASE,"",""
icr.io,cpopen/ibm-zen-operator,1.8.4-amd64,sha256:e46a865b84472802d22f90ff10a440e6a812b5bc3ae946e5c9a1650626037f03,IMAGE,linux,amd64,"",0,CASE,"",""
icr.io,cpopen/ibm-zen-operator,1.8.4-ppc64le,sha256:b419172e02173af32d068581ac7b86248009087458c187c996fc578d8b020880,IMAGE,linux,ppc64le,"",0,CASE,"",""
icr.io,cpopen/ibm-zen-operator,1.8.4-s390x,sha256:d3f7d41c935ea2258dee8c4575c07772f960ed9d9da6c991fdf80f025b4eadad,IMAGE,linux,s390x,"",0,CASE,"",""
icr.io,cpopen/cpfs/multi-instance-conversion,1.0.6,sha256:183288ab757e754f4bb30039d8b6717527ff824a0dcb9ad2f7c69c57b72a6cec,LIST,"","","",0,CASE,"",""
icr.io,cpopen/cpfs/multi-instance-conversion,1.0.6-amd64,sha256:f7882b38fc5161211e3307313f1764f4049e65d96a866624d0a842bf2aa3b709,IMAGE,linux,amd64,"",0,CASE,"",""
icr.io,cpopen/cpfs/multi-instance-conversion,1.0.6-ppc64le,sha256:061acc7f3b412f02140793efc607a2eabce8b3629e222a228b1357dca703ef0a,IMAGE,linux,ppc64le,"",0,CASE,"",""
icr.io,cpopen/cpfs/multi-instance-conversion,1.0.6-s390x,sha256:8e5253ee598b48e0234c1c7776e6c1805c8a38ad7e000d260b08c9221be051d8,IMAGE,linux,s390x,"",0,CASE,"",""
icr.io,cpopen/ibm-common-service-operator-bundle,3.20.1,sha256:454cc80fd5fd33fdb95e31bd536e97903af5ee930a0cd0dfc95bdd3ffce7bc33,IMAGE,linux,amd64,"",0,CASE,olm-bundle,""
icr.io,cpopen/ibm-common-service-operator-bundle,3.21.0,sha256:fabfa6a257dabb2918be1aa2e9d00be2fff76970e89af66ec4bc025ab1762292,IMAGE,linux,amd64,"",0,CASE,olm-bundle,""
icr.io,cpopen/ibm-common-service-operator-bundle,3.22.0,sha256:be212c133309ed9ee484a8bf3818e8bcc46f7b77fc520c77f5cc2f6d4a374cc4,IMAGE,linux,amd64,"",0,CASE,olm-bundle,""
icr.io,cpopen/ibm-common-service-operator-bundle,3.19.10,sha256:232257b1cbe340f7b3309416435db0ad47c8b289265be34a6fa1f25a80878206,IMAGE,linux,amd64,"",0,CASE,olm-bundle,""
icr.io,cpopen/ibm-common-service-operator-bundle,3.23.3,sha256:53717c802b56b6491509ec6f775c5ff6a58450ffa3a5cad76e237c0353e371fb,IMAGE,linux,amd64,"",0,CASE,olm-bundle,""
icr.io,cpopen/ibm-common-service-operator-bundle,3.19.11,sha256:59b9ed1bf7419848dd6c00428be96e9d6cf2633b2ff7c6c826154f2246ea0e69,IMAGE,linux,amd64,"",0,CASE,olm-bundle,""
icr.io,cpopen/odlm,1.21.3,sha256:5e39d69ffe1d949dd982383a19a1b90a267f438ef698dcc05619c4fcce7cf6e1,LIST,"","","",0,CASE,"",""
icr.io,cpopen/odlm,1.21.3-amd64,sha256:7ffe7079eecbbfa54cbeda1dde3cd833684256558b9c076d2881ece6f4f9884d,IMAGE,linux,amd64,"",0,CASE,"",""
icr.io,cpopen/odlm,1.21.3-ppc64le,sha256:e0aba5d1415c2bfcd16c6d60db20f33f319faa1593879a14c100ec9350d0a39d,IMAGE,linux,ppc64le,"",0,CASE,"",""
icr.io,cpopen/odlm,1.21.3-s390x,sha256:dbd5c749db32eea03ebb0aa0347590289a5c0df89171c61d4b2033caa2f76c85,IMAGE,linux,s390x,"",0,CASE,"",""
